,Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
20326,,Giuliano Primaz,4565994/giuliano-primaz,Brazil,,,1974-02-17,,,,
20327,,Tato Primera,4011879/tato-primera,Spain,,,,,,,
20328,Orthodox,Shane Primm,2354302/shane-primm,,,,,,,,
20329,,Rafael Primo,3143227/rafael-primo,Brazil,,,1980-04-07,,,,
20330,,Brent Primus,3902688/brent-primus,USA,Lightweight,Team Oyama,1985-04-12,,73.0,155.0,70.0
20331,,Alton Prince,3162825/alton-prince,,,,,,,,
20332,,Emilee Prince,4289518/emilee-prince,USA,,,,,,,
20333,,Matt Prince,3163595/matt-prince,,,,,,,,
20334,,Joseph Principe,4401453/joseph-principe,,,,,,,,
20335,Orthodox,Eric Prindle,2557306/eric-prindle,USA,,Team DeathClutch,1976-08-30,The American Soldier,,,
20336,,Portland Pringle III,3971040/portland-pringle-iii,,,,,,,170.0,70.0
20337,,Jamie Pritchard,3950356/jamie-pritchard,,,,,,,,
20338,,Ivan Privalov,3948592/ivan-privalov,,,,,,,,
20339,Orthodox,Jiri Prochazka,3156612/jiri-prochazka,Czech Republic,Light Heavyweight,Jetsaam Gym Brno,1992-10-14,Denisa,80.0,205.0,75.0
20340,Orthodox,Lara Procopio,4567688/lara-procopio,Brazil,Women's Bantamweight,Nova Uniao ,1995-11-14,,67.0,125.0,64.0
20341,,Pasquale Procopio,2593994/pasquale-procopio,,,,,,,,
20342,,Adam Proctor,4426001/adam-proctor,England,Welterweight,,1995-11-01,The Love Doctor,,170.0,70.0
20343,Orthodox,Joe Proctor,2960683/joe-proctor,USA,Welterweight,Team Aggression,1985-08-10,,72.0,,
20344,,Vladimir Prodanovic,4275023/vladimir-prodanovic,,,,,,,,
20345,,Alexander Proder,3127952/alexander-proder,,,,,,,,
20346,,Jonathan Profant,3153360/jonathan-profant,,,,,,,,
20347,,Alexey Prokofiev,2512066/alexey-prokofiev,,Middleweight,,,,,,
20348,,Mike Prokop,3995925/mike-prokop,,,,,,,,
20349,,Ivan Prokopenko,4705571/ivan-prokopenko,Ukraine,,,,,,,
20350,,Jean-Phael Promeneur,4905070/jean-phael-promeneur,France,Middleweight,,1978-09-20,,,,
20351,,Pat Promrangka,4070677/pat-promrangka,,,,,,,,
20352,,Artur Pronin,4600417/artur-pronin,Russia,,,1988-05-21,,,170.0,72.0
20353,,Kyle Prosser,3085080/kyle-prosser,,,,,,,,
20354,,Marcin Prostko,4273106/marcin-prostko,Poland,,,,,,,
20355,,Yuriy Protsenko,4336322/yuriy-protsenko,Ukraine,,,1996-07-05,,,,
20356,Orthodox,Cole Province,2512529/cole-province,,Featherweight,,,,68.5,,
20357,,Graeme Prue,4751689/graeme-prue,,,,,,,,
20358,,Jake Pruitt,2555125/jake-pruitt,,Lightweight,,,,,,
20359,,Mariah Prussia,4244333/mariah-prussia,,,,,,,,
20360,,Nikolay Pryadko,4293124/nikolay-pryadko,,,,,,,,
20361,,Olga Prybulska,4039993/olga-prybulska,,,,,,,,
20362,,Jessica Pryor,4289284/jessica-pryor,,,,,,,,
20363,,Lukasz Przybylski,4012988/lukasz-przybylski,,,,,,,,
20364,,Sebastian Przybysz,4375234/sebastian-przybysz,Poland,Bantamweight,,1993-07-28,Sebic,69.0,135.0,69.0
20365,,Wesley Psicopatinha,4895763/wesley-psicopatinha,,,,,,,,
20366,,Piotr Ptasinski,3104402/piotr-ptasinski,,,,,,,,
20367,,Robert Ptasinski,4751734/robert-ptasinski,Poland,,,,,,,
20368,,Vince Pua,4874598/vince-pua,Northern Marianas,,,,,,,
20369,,Robert Puba,3923496/robert-puba,,,,,,,,
20370,,Rod Pucak,3001947/rod-pucak,,,,,,,,
20371,,Bruno Pucci,3925259/bruno-pucci,Brazil,Featherweight,Evolve MMA,1990-07-23,,,145.0,69.0
20372,,Brian Puccillo,3060222/brian-puccillo,,,,,,,,
20373,,Jake Pudenz,3074978/jake-pudenz,,,,,,,,
20374,Orthodox,Daniel Puder,2951122/daniel-puder,,Heavyweight,AKA (American Kickboxing Academy),,,,,
20375,Orthodox,Lucie Pudilova,4040197/lucie-pudilova,Czech Republic,Women's Bantamweight,KBC Pribram-MMA,1994-06-13,Bullet,67.5,125.0,68.0
20376,,Nick Pudney,3163524/nick-pudney,,,,,,,,
20377,,Mariusz Pudzianowski,2502142/mariusz-pudzianowski,Poland,,,1977-02-07,Dominator,,260.0,73.0
20378,Southpaw,Claudio Puelles,4070701/claudio-puelles,Peru,Lightweight,Sanford MMA,1996-04-21,El Nino,72.0,155.0,70.0
20379,,Renato Puente,2560071/renato-puente,,Welterweight,,,,,,
20380,,Renato Puente Flores,4421508/renato-puente-flores,Peru,,,,,,,
20381,,Carlos Puente Jr.,4419466/carlos-puente-jr,USA,Bantamweight,,1989-01-16,Stay Up,,135.0,70.0
20382,Southpaw,Juan Puerta,4204320/juan-puerta,USA,Flyweight,American Top Team Atlanta,1988-01-20,Leadfeather,71.0,125.0,69.0
20383,,Stephan Puetz,3094511/stephan-puetz,Germany,Light Heavyweight,Team MMA Spirit,1987-04-08,T-800,,205.0,78.0
20384,,Bladimir Puga,4246798/bladimir-puga,,,,,,,,
20385,,Alexander Pugachev,4334954/alexander-pugachev,,,,,,,,
20386,,Maxim Pugachev,4583682/maxim-pugachev,Belarus,,,1993-01-11,,,155.0,69.0
20387,,Marcin Puganowski,4218648/marcin-puganowski,Poland,,,,,,,
20388,,Elodie Puget,3043538/elodie-puget,,,,,,,,
20389,,Bubba Pugh,4047140/bubba-pugh,USA,,,,,,,
20390,,Gareth Pugh,4062204/gareth-pugh,,,,,,,,
20391,,Nick Pugh,3097035/nick-pugh,USA,,,1987-06-19,,,,
20392,,Jeremy Puglia,4705668/jeremy-puglia,USA,,,,,,,
20393,,Niko Puhakka,2501261/niko-puhakka,Finland,,,1979-12-07,,,,
20394,Orthodox,Juan Puig,3113694/juan-puig,Mexico,Featherweight,,1989-04-23,Fenix,72.0,,
20395,,Ray Puig,3161165/ray-puig,,,,,,,,
20396,,Robert Pukac,4390652/robert-pukac,,,,,,,,
20397,,Rimantas Pukas,4082449/rimantas-pukas,,,,,,,,
20398,,Michal Pukin,4326443/michal-pukin,Poland,,,,,,,
20399,,Uriy Pulaev,3089014/uriy-pulaev,,,,,,,,
20400,,Lima Pule,3087454/lima-pule,,,,,Knight Creeper,,,
20401,,Brittany Pullen,3029797/brittany-pullen,,,,,,,,
20402,,Hugh Pulley,4079626/hugh-pulley,USA,,,,,,155.0,72.0
20403,,Larry Pulliam,2500171/larry-pulliam,,Bantamweight,,,,,,
20404,,Alex Pullin,2989832/alex-pullin,,,,,,,,
20405,,Alex Pulotu,3161480/alex-pulotu,,,,,,,,
20406,,Josh Pulsifer,2951366/josh-pulsifer,,,,,The Platypus,,,
20407,,Ricky Pulu,3091644/ricky-pulu,,,,,,,,
20408,Southpaw,Jens Pulver,2335885/jens-pulver,USA,Bantamweight,Team Curran,1974-12-06,Little Evil,70.0,,
20409,,Kaota Puna,4697209/kaota-puna,New Zealand,Light Heavyweight,,,,,,
20410,Orthodox,CM Punk,3962508/cm-punk,USA,Welterweight,Roufusport,1978-10-26,,73.0,170.0,73.0
20411,,Andrew Punshon,2981608/andrew-punshon,,,,,,,,
20412,,Joe Punshon,3154252/joe-punshon,,,,,,,,
20413,,Kai Puolakka,3074862/kai-puolakka,,,,1985-09-20,,,,
20414,,Bob Pupa,4239506/bob-pupa,,,,,,,,
20415,,Josh Pupa,3080651/josh-pupa,,,,,,,,
20416,,Debi Purcell,3027188/debi-purcell,,,,,,,,
20417,,Erik Purcell,4245480/erik-purcell,,,,,,,,
20418,,Jason Purcell,2501593/jason-purcell,,,,,,,,
20419,,Kyra Purcell,3024368/kyra-purcell,,,,,,,,
20420,,Paul Purcell,2502069/paul-purcell,,Welterweight,,,,,,
20421,,Bryan Purdom,3412089/bryan-purdom,,,,,,,,
20422,,Dean Purdon,3089910/dean-purdon,,Welterweight,,,,,,
20423,,Chuck Purdow,3153995/chuck-purdow,,,,,,,,
20424,,Otgonjargal Purev,4806384/otgonjargal-purev,Mongolia,Featherweight,,1991-02-21,,,,
20425,,Davaa Purevjav,4895565/davaa-purevjav,Mongolia,,,,,,,
20426,,Denis Puric,4575451/denis-puric,Canada,,,,,,,
20427,,Lawrence Purifoy,4243345/lawrence-purifoy,USA,,,,,,,
20428,,Cody Purtell,4805295/cody-purtell,Canada,,,,,,,
20429,,Alexander Pushkar,4873818/alexander-pushkar,Ukraine,,,,,,,
20430,,Brandon Pushruk,4878476/brandon-pushruk,USA,,,,,,,
20431,,Dmitriy Pustovit,4879539/dmitriy-pustovit,Russia,,,,,,,
20432,,Michael Putlak,4082952/michael-putlak,,,,,,,,
20433,,David Putvin,3155433/david-putvin,USA,,,1992-02-29,,,155.0,73.0
20434,,Drew Puzon,2558514/drew-puzon,,,,,,,,
20435,Orthodox,Joe Pyfer,4684135/joe-pyfer,USA,Middleweight,Team Balance,1996-09-17,Bodybagz,75.0,185.0,74.0
20436,,Joe Pyfer,4686568/joe-pyfer,USA,,Team Balance,1996-09-17,Bodybagz,,,
20437,,Luke Pyle,2969850/luke-pyle,,Middleweight,,,,,,
20438,Orthodox,Mike Pyle,2488464/mike-pyle,USA,Welterweight,Xtreme Couture,1975-09-18,Quicksand,74.0,170.0,73.0
20439,,Whittany Pyles,4350797/whittany-pyles,USA,,,1991-05-10,,,125.0,64.0
20440,,Lyudmyla Pylppchak,4816267/lyudmyla-pylppchak,Ukraine,,,1987-12-01,,,,
20441,,Lyudmyla Pylypchak,4039991/lyudmyla-pylypchak,,,,1987-12-01,,,,
20442,,Ju Pyo Hong,4076775/ju-pyo-hong,South Korea,,,,,,,
20443,,Ruslan Qavtaradze,4690504/ruslan-qavtaradze,Georgia,,,,,,,
20444,,Jiarong Qi,4895396/jiarong-qi,China,,,1994-04-21,,,133.0,65.0
20445,,Yao Qiang,3091364/yao-qiang,,,,,,,,
20446,Orthodox,Aori Qileng,4389085/aori-qileng,China,Flyweight,UFC Performance Institute Shanghai,1993-06-25,,69.0,126.0,67.0
20447,,Gele Qing,4021513/gele-qing,,,,,,,,
20448,,Xuta Qobalia,4867739/xuta-qobalia,Georgia,,,,,,,
20449,Orthodox,Bao Quach,2487732/bao-quach,,,,,,,,
20450,,Kenny Quach,4065422/kenny-quach,,,,,,,,
20451,,Lucas Quadros,4893553/lucas-quadros,Brazil,,,,,,,
20452,,Jan Quaeyhaegens,4602779/jan-quaeyhaegens,,,,,,,170.0,71.0
20453,,Mike Quaintance,4010972/mike-quaintance,,,,,,,,
20454,,Ross Quam,3025338/ross-quam,,,,,,,,
20455,,Gary Quan,2499815/gary-quan,,Lightweight,,,,,,
20456,Orthodox,Billy Quarantillo,3900088/billy-quarantillo,USA,Featherweight,Gracie Tampa South,1988-12-08,,70.0,145.0,70.0
20457,Open Stance,Nate Quarry,2335773/nate-quarry,USA,Middleweight,Team Quest -Portland,1972-03-18,Rock,72.5,,
20458,,Josh Quayhagen,3165848/josh-quayhagen,USA,Lightweight,,1986-08-30,,,,
20459,,Peter Queally,4011893/peter-queally,Ireland,Lightweight,SBG Ireland,1989-02-19,The Showstopper,74.5,155.0,70.0
20460,,Josh Queen,4240363/josh-queen,USA,,,,,,,
20461,,Mike Queen,3026016/mike-queen,,,,,,,,
20462,,Emerson Queiroz,2557781/emerson-queiroz,,,,,,,,
20463,,Jon Queiroz,3002578/jon-queiroz,Brazil,,,1987-03-19,,,,
20464,,Karol Queiroz,4379269/karol-queiroz,Brazil,,,,,,,
20465,,Kenned Queiroz,4407936/kenned-queiroz,Brazil,,,,,,,
20466,,Leonardo Queiroz,3095691/leonardo-queiroz,,,,,,,,
20467,,Mauricio Queiroz,4693160/mauricio-queiroz,Brazil,,,,,,,
20468,,Mauricio Boni Cogo Queiroz,4869288/mauricio-boni-cogo-queiroz,Brazil,,,1997-06-20,,,205.0,71.0
20469,,Vinicius Queiroz,2509285/vinicius-queiroz,Brazil,Heavyweight,,1983-08-29,,,,
20470,,Ykaro Queiroz,4851258/ykaro-queiroz,Brazil,,,,,,,
20471,,Kim Hock Quek,3925262/kim-hock-quek,,,,,,,,
20472,,James Quelle,3946697/james-quelle,,,,,,,,
20473,,Thierry Quenneville,2504813/thierry-quenneville,,Featherweight,,,,,,
20474,,Adam Querido,3797191/adam-querido,,,,,,,,
20475,,Maimunah Querido,4422219/maimunah-querido,,,,,,,,
20476,,Arnold Quero,3149302/arnold-quero,,,,,,,,
20477,,Bruno Queroy,3164341/bruno-queroy,Brazil,,,,,,,
20478,,Juan Quesada,3137227/juan-quesada,,,,,,,,
20479,,Randy Quest,4057675/randy-quest,,,,,,,,
20480,,Pedro Quetglas,2554743/pedro-quetglas,,Light Heavyweight,,,,,,
20481,,Daniel Quevedo Angeles,4887321/daniel-quevedo-angeles,Mexico,,,,,,,
20482,,Jazmin Quezada,4059191/jazmin-quezada,,,,,,,,
20483,,Manuel Quezada,3162569/manuel-quezada,,,,,,,,
20484,,Craig Quick,2488858/craig-quick,,Welterweight,,,,,,
20485,,Merizos Quidachay,3099994/merizos-quidachay,,,,,,,,
20486,,Ray Quidachay,3074421/ray-quidachay,,,,,,,,
20487,,James Quigg,4294273/james-quigg,USA,Bantamweight,,,,,,
20488,,Brandon Quigley,2502290/brandon-quigley,,Heavyweight,,,,,,
20489,,David Quillin,3050602/david-quillin,,,,,,,,
20490,,Jeff Quinlan,2558570/jeff-quinlan,,,,,,,,
20491,Orthodox,Jimmy Quinlan,3026114/jimmy-quinlan,USA,Middleweight,,,,72.0,,
20492,Orthodox,Josh Quinlan,4788300/josh-quinlan,USA,Welterweight,,1993-02-06,The Renegade,72.0,170.0,72.0
20493,,Cameron Quinn,3083931/cameron-quinn,,,,,,,,
20494,,Dan Quinn,2499809/dan-quinn,,Heavyweight,,,,,,
20495,,John Quinn,2957562/john-quinn,Scotland,,,1983-01-25,,,,
20496,,Rob Quinn,3965910/rob-quinn,,,,,,,,
20497,,Ryan Quinn,2557024/ryan-quinn,USA,,,,,,,
20498,,Sean Quinn,2967421/sean-quinn,,,,,,,,
20499,,Tommy Quinn,3093379/tommy-quinn,,Welterweight,,,,,,
20500,,Joe Quinones,4082019/joe-quinones,,,,,,,,
20501,Southpaw,Landon Quinones,4690546/landon-quinones,USA,Lightweight,Sanford MMA,1995-11-21,The Lone Wolf,,155.0,69.0
20502,Orthodox,Michel Quinones,3089904/michel-quinones,USA,Lightweight,American Top Team Wolfpack,1984-12-22,El Capo,73.0,,
20503,,Rafael Quinones,3906212/rafael-quinones,,,,,,,,
20504,,Sergio Quinones,3164919/sergio-quinones,USA,Featherweight,,,,,,
20505,Orthodox,Christian Quinonez,4884868/christian-quinonez,Mexico,Bantamweight,Entram Gym,1996-04-26,Problema,70.0,135.0,68.0
20506,Southpaw,Jose Quinonez,3154228/jose-quinonez,Mexico,Bantamweight,Delincuentes MMA,1990-07-28,Teco,69.0,135.0,68.0
20507,,Andres Quintana,3032223/andres-quintana,USA,Featherweight,Luttrell-Yee MMA,1991-07-15,The Bullet,,145.0,72.0
20508,,Jacob Quintana,3020384/jacob-quintana,,,,,,,,
20509,,Fabian Quintanar,3099081/fabian-quintanar,,,,,,,,
20510,,Tulio Quintanila,2528579/tulio-quintanila,,Featherweight,,,,,,
20511,,Noe Quintanilla,3028084/noe-quintanilla,,,,,,,,
20512,,Tulio Quintanilla,2555657/tulio-quintanilla,USA,,,1982-12-23,,,,
20513,,Michael Quintero,4692118/michael-quintero,USA,,,1976-02-25,,,231.0,75.0
20514,,Tony Quintero,3093628/tony-quintero,,,,,,,,
20515,,Albert Quiro,4877917/albert-quiro,Peru,,,,,,,
20516,,Tim Quiroga,4344677/tim-quiroga,,,,,,,,
20517,,Jonathan Quiroz,4241035/jonathan-quiroz,USA,,,1987-04-17,,,145.0,69.0
20518,,Manuel Quiroz,3089343/manuel-quiroz,,,,,,,,
20519,,Roy Quispe,4401456/roy-quispe,,,,,,,,
20520,,Chris Quitiquit,3137226/chris-quitiquit,,,,,,,,
20521,,Samuel Quito,3107983/samuel-quito,,,,,,,,
20522,,Adam Quitt,4391925/adam-quitt,,,,,,,,
20523,,Yohan Quoniam,3146926/yohan-quoniam,,,,,,,,
20524,,Waylon Quotskuyva,4726256/waylon-quotskuyva,,,,,,,185.0,69.0
20525,,Tural Qurbanli,4690506/tural-qurbanli,Azerbaijan,,,,,,,
20526,,Cameron Quwek,2594055/cameron-quwek,,,,,,,,
20527,,Stevens R.C.,3074985/stevens-rc,,,,,,,,
20528,,Assaad Raad,3956808/assaad-raad,,,,,,,,
20529,,Akhil Rabadanov,4325510/akhil-rabadanov,,,,,,,,
20530,,Gadzhi Rabadanov,4423241/gadzhi-rabadanov,Russia,Featherweight,,1993-01-07,,72.0,145.0,69.0
20531,,Jesus Rabadon,3032152/jesus-rabadon,,,,,,,,
20532,,Joffrey Rabatel,4883505/joffrey-rabatel,France,,,,,,,
20533,,Julian Rabaud,3871757/julian-rabaud,,,,,,,,
20534,,Olle Raberg,3113313/olle-raberg,Sweden,,,,,,,
20535,,Jimmy Raborn,2553706/jimmy-raborn,,Middleweight,,,,,,
20536,,Fabiano Rabugento,3674952/fabiano-rabugento,,,,,,,,
20537,,Nikolay Rachek,4420418/nikolay-rachek,Russia,,,1994-03-29,,,,
20538,,Hicham Rachid,4336758/hicham-rachid,,,,,,,,
20539,,Antun Racic,3900371/antun-racic,Croatia,,Gladiator Team,1990-09-05,Killer,,135.0,65.0
20540,,Mark Racine,2487700/mark-racine,,Heavyweight,All American MMA,,,,,
20541,,Victor Rackliff,2354189/victor-rackliff,,,,,,,,
20542,,Egon Racz,3032060/egon-racz,,,,,,,,
20543,,Iren Racz,3157457/iren-racz,,,,,,,,
20544,,Istvan Racz,3797165/istvan-racz,,,,,,,,
20545,,Edwin Raczynski,3094593/edwin-raczynski,,,,,,,,
20546,,Rafal Raczynski,3146321/rafal-raczynski,,,,,,,,
20547,Orthodox,Benji Radach,2497958/benji-radach,USA,Middleweight,Reign MMA,1979-04-05,Razor,,,
20548,,Ademir Radael,3143226/ademir-radael,Brazil,,,,,,,
20549,,Marko Radakovic,4275022/marko-radakovic,,,,,,,,
20550,,Joey Radanzzo,2354321/joey-radanzzo,,Lightweight,,,,,,
20551,,Aaron Radcliff,4235365/aaron-radcliff,,,,,,,,
20552,,Jason Radcliffe,4013798/jason-radcliffe,England,Light Heavyweight,Phuket Top Team,,The Assassin,76.0,185.0,73.0
20553,,Tim Radcliffe,2558407/tim-radcliffe,England,Lightweight,,,,,,
20554,,Charlie Rader,2588372/charlie-rader,USA,,,1982-04-06,Superstar,,,
20555,,Chaylen Rader,2557794/chaylen-rader,,Lightweight,,,,,,
20556,,Justin Rader,3571527/justin-rader,USA,Featherweight,Lovato's Brazilian Jiu-Jitsu,,Darth,,,
20557,,Tim Rader,4878541/tim-rader,USA,,,,,,,
20558,,Sylvia Radesku,4069082/sylvia-radesku,,,,,,,,
20559,Southpaw,Jordan Radev,2501376/jordan-radev,,Welterweight,,,,,,
20560,,Dave Radford,2499872/dave-radford,,,,,,,,
20561,,Daria Radionova,4418522/daria-radionova,Russia,,,,,,,
20562,,Khizri Radjabov,4293430/khizri-radjabov,Russia,,,,,,,
20563,,Christian Radke,4237021/christian-radke,,,,,,,,
20564,,Connor Radkie,3167309/connor-radkie,,,,,,,,
20565,,Ludmila Radko,3958245/ludmila-radko,,,,,,,,
20566,,Erik Radleim,4701941/erik-radleim,Mexico,,,1990-04-22,,,,
20567,,Tim Radley,3104545/tim-radley,,,,,,,,
20568,,Anton Radman,4032842/anton-radman,Croatia,Welterweight,,1990-03-04,,,,
20569,,Mike Radnov,2501785/mike-radnov,,Heavyweight,,,,,,
20570,,Robert Radomski,3132518/robert-radomski,Poland,Welterweight,Spartan Chorzow / Paco Katowice,1983-09-18,,,,
20571,,Steve Rados,4606411/steve-rados,,,,,,,,
20572,,Aleksandar Radosavljevic,2971114/aleksandar-radosavljevic,Serbia,Light Heavyweight,,1983-08-03,,,,
20573,,Branimir Radosavljevic,3103808/branimir-radosavljevic,,,,,,,,
20574,,Nick Radtka,4294514/nick-radtka,USA,,,,,,,
20575,,Charlie Radtke,4416297/charlie-radtke,USA,,,1990-07-09,,,,
20576,,Maxim Radu,4076618/maxim-radu,Italy,,,,,,,
20577,,Ionut Raducanu,4876235/ionut-raducanu,Romania,Bantamweight,,,,,,
20578,,Kurban Radzhabov,4422116/kurban-radzhabov,Russia,,,1995-12-01,,,,
20579,,Loik Radzhabov,4419434/loik-radzhabov,Tajikstan,Lightweight,UFD Gym,1990-09-17,Jaguar Paw,68.0,155.0,68.0
20580,,Magomed Radzhabov,4293428/magomed-radzhabov,Russia,,,,,,,
20581,,Mariusz Radziszewski,4032830/mariusz-radziszewski,Poland,,,1984-02-10,,,,
20582,,Jihin Radzuan,4826633/jihin-radzuan,Malaysia,,,,Shadowcat,,115.0,62.0
20583,,Phil Raeburn,2555604/phil-raeburn,Wales,Featherweight,,1982-06-16,,,139.0,67.0
20584,,Greg Raedel,4718544/greg-raedel,,,,,,,155.0,70.0
20585,,Diana Rael,3024341/diana-rael,,,,,,,,
20586,,Gilbert Rael,2488539/gilbert-rael,,Lightweight,,,,,,
20587,,Cleiton Rafael,4851302/cleiton-rafael,Brazil,,,,,,,
20588,,Rafael Rafael,4411921/rafael-rafael,,,,,,,,
20589,,Jeferson Rafael dos Santos,4565662/jeferson-rafael-dos-santos,Brazil,,,,,,,
20590,,Chad Rafdel,3025352/chad-rafdel,,,,,,,,
20591,Orthodox,Josh Rafferty,2556812/josh-rafferty,,Welterweight,,,,,,
20592,,Shamil Rafikov,3162010/shamil-rafikov,,,,,,,,
20593,,Brayan Rafiq,3156639/brayan-rafiq,,,,,,,,
20594,,Jessie Rafols,3032151/jessie-rafols,Philippines,,,,,,,
20595,,Agil Ragimov,4705573/agil-ragimov,Russia,,,,,,,
20596,,Tural Ragimov,3722423/tural-ragimov,Azerbaijan,,K Dojo,,,,,
20597,,Mikhail Ragozin,4269424/mikhail-ragozin,Russia,Middleweight,Boets MMA,1991-10-30,,,,
20598,,Sebastiano Ragusa,4341589/sebastiano-ragusa,,,,,,,,
20599,,Patrick Rahael,3077366/patrick-rahael,,,,,,,,
20600,,Artsem Rahalevich,4884265/artsem-rahalevich,Belarus,Welterweight,,1997-06-28,,,170.0,68.0
20601,,Stefer Rahardian,4599254/stefer-rahardian,Indonesia,,,,,,,
20602,,Hassen Rahat,4424018/hassen-rahat,France,,,,,,,
20603,,Arhat Rahimbayev,4042103/arhat-rahimbayev,,,,,,,,
20604,,Teimur Rahimov,4405604/teimur-rahimov,,,,,,,,
20605,,Mok Rahman,3011916/mok-rahman,,,,,,,,
20606,,Usama Rahman,4701073/usama-rahman,USA,Bantamweight,,,,,,
20607,Orthodox,Amir Rahnavardi,2498643/amir-rahnavardi,USA,,,1974-07-12,,,,
20608,,Upneet Rai,4585632/upneet-rai,,,,1985-05-10,,,,
20609,,Emiko Raika,4013621/emiko-raika,Japan,Women's Flyweight,,1976-01-24,,,,
20610,,Josemir Raimundi,4876390/josemir-raimundi,Brazil,Featherweight,,1990-05-17,,,,
20611,,David Raimundo Arcangela Silva,4202763/david-raimundo-arcangela-silva,Brazil,,,,,,,
20612,,Kleber Raimundo Silva,2990567/kleber-raimundo-silva,Brazil,Light Heavyweight,,1987-12-21,Orgulho,,205.0,73.0
20613,,Kaiyana Rain,3034822/kaiyana-rain,,,,,,,105.0,62.0
20614,,Donny Raines,3027342/donny-raines,,Lightweight,,,,,,
20615,,Matt Raines,2955846/matt-raines,,,,,,,,
20616,Switch,Ricky Rainey,3044563/ricky-rainey,USA,Welterweight,Renegade Fighting Systems,1983-06-29,The Sniper,77.0,170.0,73.0
20617,,John Raio,4011359/john-raio,USA,,,,,,,
20618,,Yusuf Raisov,4289511/yusuf-raisov,Russia,Lightweight,,1995-06-22,,,155.0,68.0
20619,,Pablo Raj,4869212/pablo-raj,Spain,,,,,,,
20620,,Aleksandar Rajacic,4012992/aleksandar-rajacic,,,,,,,,
20621,,Lukasz Rajewski,3161790/lukasz-rajewski,,Featherweight,,,,,,
20622,,Robert Rajewski,3956308/robert-rajewski,Poland,,,,,,,
20623,,Sebastian Rajewski,4421740/sebastian-rajewski,Poland,,,1992-05-21,,,145.0,69.0
20624,,Aaron Rajman,4239671/aaron-rajman,,,,,,,,
20625,,Rahul Raju,4349150/rahul-raju,India,Lightweight,,,The Kerala Krusher,,155.0,72.0
20626,,Aleksandar Rakas,3153229/aleksandar-rakas,,,,,,,,
20627,,Fagner Rakchal,4426277/fagner-rakchal,Brazil,,,,,,,
20628,,Shahzoda Rakhimova,4711718/shahzoda-rakhimova,Uzbekistan,,,,,,135.0,65.0
20629,,Asylbek Rakhman Uulu,4422099/asylbek-rakhman-uulu,,,,,,,,
20630,,Umed Rakhmatulloyev,4237953/umed-rakhmatulloyev,,,,,,,,
20631,,Ruslan Rakhmonkulov,4613139/ruslan-rakhmonkulov,,,,,,,,
20632,,Osimkhon Rakhmonov,4895694/osimkhon-rakhmonov,Tajikstan,Flyweight,,,,,125.0,66.0
20633,Orthodox,Shavkat Rakhmonov,4020699/shavkat-rakhmonov,Kazakhstan,Welterweight,Kazakhstan Top Team,1994-10-23,Nomad,77.0,170.0,73.0
20634,,Valisher Rakhmonov,4571949/valisher-rakhmonov,,,,,,,,
20635,Orthodox,Aleksandar Rakic,4079314/aleksandar-rakic,Serbia,Light Heavyweight,American Top Team Zagreb,1992-02-06,,78.0,206.0,76.0
20636,Orthodox,Jessica Rakoczy,2512986/jessica-rakoczy,Canada,Women's Strawweight,,1977-04-14,Ragin,68.0,,
20637,,Piotr Rakowski,4690058/piotr-rakowski,Poland,,,,,,,
20638,,Shawn Rall,4565654/shawn-rall,USA,,,1990-06-13,,,135.0,68.0
20639,,Paula Ralph,4023426/paula-ralph,,,,,,,,
20640,,Thais Ralphaela,4064995/thais-ralphaela,Brazil,,,,,,,
20641,,Ricco Ralston,3899947/ricco-ralston,USA,,,1987-08-27,,,,
20642,,Chris Ram,3121064/chris-ram,,,,,,,,
20643,,Smealinho Rama,3023401/smealinho-rama,Canada,Light Heavyweight,Goldenstars Boxing,1992-04-30,The Prince,76.0,205.0,72.0
20644,,Jeremy Ramage,3146906/jeremy-ramage,,,,,,,,
20645,,Josh Ramage,4049980/josh-ramage,England,,,,,,,
20646,,Josenildo Ramalho,3093356/josenildo-ramalho,,,,,,,,
20647,,Liridon Ramani,4629063/liridon-ramani,,,,,,,,
20648,,Josenildo Ramarho,2501488/josenildo-ramarho,,Lightweight,,,Luquinha,,,
20649,,Gadzhi Ramazanov,4896567/gadzhi-ramazanov,Russia,,,,,,,
20650,,Murad Ramazanov,4911955/murad-ramazanov,Russia,Middleweight,,,,,185.0,71.0
20651,,Nizamuddin Ramazanov,4420267/nizamuddin-ramazanov,Russia,,,1990-05-13,,,,
20652,,Ramazan Ramazanov,4249250/ramazan-ramazanov,,,,1967-01-07,,,,
20653,,Cameron Ramberg,3099079/cameron-ramberg,USA,,,,,,,
20654,,Edvin Ramdedovic,3088692/edvin-ramdedovic,,,,,,,,
20655,,Eric Ramillien,4412586/eric-ramillien,,,,,,,,
20656,,David Ramira,2965048/david-ramira,,Lightweight,,,,,,
20657,,David Ramires,4426136/david-ramires,Brazil,,,1986-03-21,,,180.0,72.0
20658,,Abraham Ramirez,3115748/abraham-ramirez,,,,,,,,
20659,,Alex Ramirez,3118921/alex-ramirez,,,,,,,,
20660,,Alvin Ramirez,3032153/alvin-ramirez,,,,,,,,
20661,,Amador Ramirez,4407928/amador-ramirez,,,,,,,,
20662,,Andrew Ramirez,3039208/andrew-ramirez,,,,,,,,
