Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
,Rachel Sazoff,3913481/rachel-sazoff,,,,,,,,
,Brett Sbardella,2511300/brett-sbardella,,,,,,,,
,Matt Scaggs,3154030/matt-scaggs,,,,,,,,
,Davarius Scaife,2977070/davarius-scaife,,Welterweight,,,,,,
,Sidney Scalco,4288909/sidney-scalco,,,,,,,,
,Josh Scales,2969844/josh-scales,,Bantamweight,,,,,,
,Eric Scallan,3020790/eric-scallan,,,,,,,,
,Lorenzo Scalzi,4014947/lorenzo-scalzi,,,,,,,,
,Joey Scanlan,4684498/joey-scanlan,USA,,,,,,125.0,70.0
,Chris Scanlon,3080649/chris-scanlon,,,,,,,,
Orthodox,Mark Scanlon,2528639/mark-scanlon,England,,Team Kaobon,,,,,
,Mike Scarcello,3002456/mike-scarcello,Canada,,,1989-12-22,,,,
,Fernando Scariot,4421006/fernando-scariot,Brazil,Featherweight,,,,,,
,Keri Scarr,3927052/keri-scarr,,,,,,,,
,Daniele Scatizzi,4012977/daniele-scatizzi,Italy,Lightweight,SBG Ireland,1993-05-15,Scat,69.5,155.0,70.0
,Goran Scepanovic,3023793/goran-scepanovic,,,,,,,,
,Eli Reger Schablatura Pinto,4413618/eli-reger-schablatura-pinto,Brazil,,,1985-05-02,,,265.0,72.0
,Gabe Schaeffer,3007973/gabe-schaeffer,,,,,,,,
Orthodox,Eric Schafer,2335650/eric-schafer,USA,,,1977-09-20,Red,76.5,,
,Ian James Schaffa,2501623/ian-james-schaffa,,Middleweight,,,,,,
,Andrew Schaffer,2514777/andrew-schaffer,,Lightweight,,,,,,
,Rudy Schaffroth,4570056/rudy-schaffroth,USA,Heavyweight,,,,,265.0,75.0
,Brian Schall,2502138/brian-schall,,Light Heavyweight,,,,,,
Orthodox,Kerry Schall,2354537/kerry-schall,,,,1971-08-09,Meat Truck,,,
Orthodox,Eric Schambari,2951427/eric-schambari,,,,,,,,
,Preston Scharf,3044417/preston-scharf,,,,,,,,
,Katie Ross Scharmer,4059187/katie-ross-scharmer,,,,,,,,
,Shane Schartzer,2554604/shane-schartzer,,,,,,,,
,Luis Guilherme Schattschneider,3901124/luis-guilherme-schattschneider,Brazil,,,1992-07-10,,,,
,Mike Schatz,2558155/mike-schatz,,Lightweight,,,,,,
Orthodox,Brendan Schaub,2500160/brendan-schaub,USA,Heavyweight,Reign MMA,1983-03-18,Big Brown,78.0,,
,Michael Deiga Scheck,4611299/michael-deiga-scheck,,,,,,,,
,Ryan Scheeper,2511305/ryan-scheeper,,,,,,,,
,Roelof Scheepers,4422316/roelof-scheepers,South Africa,Light Heavyweight,,,,,,
Orthodox,Matheus Scheffel,3110833/matheus-scheffel,Brazil,Light Heavyweight,CM System,1992-11-04,Buffa,75.0,205.0,74.0
,Brandon Schehl,4350775/brandon-schehl,,,,,,,,
,Steve Schelburn,4686652/steve-schelburn,USA,,,,,,,
,Jamie Schell,2554598/jamie-schell,,Light Heavyweight,,,,,,
Orthodox,Antonio Schembri,2558071/antonio-schembri,,,,,,,,
,Francisco Mario Schembri,2966176/francisco-mario-schembri,Brazil,,,,,,,
,Aaron Schenk,3039191/aaron-schenk,,,,,,,,
,Robert Schepps,3128344/robert-schepps,,,,,,,,
,Svyatoslav Scherbakov,3037255/svyatoslav-scherbakov,,,,,,,,
,Valery Scherbakov,3024293/valery-scherbakov,,,,,,,,
,Fernando Scherek,3147305/fernando-scherek,,,,,,,,
Orthodox,Fabiano Scherner,2431261/fabiano-scherner,,,,1972-06-30,Pega-Leve,,,
,Robbie Scheuermann,2594122/robbie-scheuermann,,,,,,,,
,Gabriel Scheufler,4408710/gabriel-scheufler,Brazil,,,,,,,
,Robbie Scheureumann,3900888/robbie-scheureumann,,,,,,,,
Orthodox,Samy Schiavo,2354341/samy-schiavo,,Lightweight,,1975-12-24,The Dog,,,
,Mattia Schiavolin,3965321/mattia-schiavolin,Italy,,,1984-10-08,Aittam,,185.0,72.0
,Matias Schiavoni,4715401/matias-schiavoni,,,,,,,,
,Joseph Schick,4577063/joseph-schick,USA,,,1985-10-29,,,,
,Ryan Schieding,3899636/ryan-schieding,,,,,,,,
,Riccardo Schiesaro,4289818/riccardo-schiesaro,,,,,,,,
,Cody Schieve,4873394/cody-schieve,USA,,,1995-04-15,,,140.0,71.0
,Sam Schilder,4395192/sam-schilder,,,,,,,,
,Richard Schiller,3089310/richard-schiller,,,,,,,,
,Joe Schilling,2570365/joe-schilling,USA,Middleweight,,1984-01-13,,,185.0,75.0
Orthodox,Pat Schilling,2615076/pat-schilling,USA,Featherweight,Ambition Training Academy,1988-08-28,Thrilling,69.0,,
,Caroline Schills,4898507/caroline-schills,,,,,,,,
,Ben Schilsler,2994503/ben-schilsler,,,,,,,,
Orthodox,Semmy Schilt,2473989/semmy-schilt,,Heavyweight,,1973-10-27,Hightower,,,
,Adam Schindler,2509292/adam-schindler,USA,Featherweight,4oz Fight Club,1983-05-19,,,,
,Rob Schinkle,2501791/rob-schinkle,,Heavyweight,,,,,,
,Dante Schiro,4869256/dante-schiro,USA,Welterweight,Chosen Few Gym,,,,170.0,72.0
,Diana Schissler,4880933/diana-schissler,USA,,,,,,,
,Max Schlegel,4684749/max-schlegel,Germany,Middleweight,,,,,,
,Chris Schlesinger,2500404/chris-schlesinger,,Lightweight,,,,,,
,Christopher Thad Schlichter,3107471/christopher-thad-schlichter,USA,,,1983-05-18,,,,
,Patrick Schmid,4806253/patrick-schmid,Switzerland,Heavyweight,,,Big Swiss,,,76.0
,Alexander Schmidt,3085089/alexander-schmidt,,,,,,,,
,Allison Schmidt,4334308/allison-schmidt,USA,Women's Featherweight,,1982-05-23,,,145.0,68.0
,Jamie Schmidt,3032220/jamie-schmidt,,,,,,,,
,Tyler Schmidt,4880795/tyler-schmidt,USA,,,,,,170.0,71.0
,Bjoern Schmiedeberg,4034214/bjoern-schmiedeberg,,,,,,,,
,Justin Schmit,3167307/justin-schmit,,,,,,,,
,Daniel Schmitt,2546723/daniel-schmitt,,Middleweight,,,,,,
,Kenny Schmitz,4078656/kenny-schmitz,,,,,,,,
,Tom Schmitz,2488863/tom-schmitz,,Welterweight,,,,,,
,Noah Schnable,3961418/noah-schnable,,,,,,,,
,Mike Schneck,3085067/mike-schneck,,,,,,,,
,Ben Schneider,4023578/ben-schneider,Wales,,,,,,,
,Colleen Schneider,2554706/colleen-schneider,USA,Women's Flyweight,CSW,1982-03-12,,,,
,Eric Schneider,3025199/eric-schneider,,,,,,,,
,Ethan Schneider,4703059/ethan-schneider,USA,,,,,,,
,Keith Schneider,3076811/keith-schneider,,,,,,,,
,Mike Schneider,3093013/mike-schneider,,,,,,,,
,Nick Schneider,3902691/nick-schneider,,,,,,,,
,Sarah Schneider,2970379/sarah-schneider,USA,Women's Bantamweight,,1980-08-30,,,,
,Steve Schneider,2501901/steve-schneider,,,,,,,,
,Tammie Schneider,2517736/tammie-schneider,,Flyweight,,,,,,
Orthodox,Matt Schnell,2994349/matt-schnell,USA,Flyweight,Fortis MMA,1990-01-15,Danger,70.0,125.0,68.0
,Daniel Schob,3041973/daniel-schob,,Lightweight,,,,,,
,Dominic Schober,4685858/dominic-schober,Austria,Middleweight,Gym 23,1991-02-13,Painless,,185.0,70.0
,Josh Schockman,2354270/josh-schockman,,,,1980-12-29,The Warhammer,,,
,Josh Schockman,2512950/josh-schockman,,,,,,,,
,Mike Schoech,3961432/mike-schoech,,,,,,,,
Orthodox,Alex Schoenauer,2335745/alex-schoenauer,,Light Heavyweight,,,,,,
,Alex Schoenauer,2951428/alex-schoenauer,,,,,,,,
,Bailey Schoenfelder,4047571/bailey-schoenfelder,USA,Heavyweight,,,,,230.0,75.0
,Ryan Schofield,4216348/ryan-schofield,USA,,,,,,,
,Joel Scholin,3111339/joel-scholin,,,,,,,,
,Martin Scholsberg,3018252/martin-scholsberg,,,,,,,,
,Brad Scholten,2611301/brad-scholten,USA,Middleweight,,,,,,
,John Schools,4685121/john-schools,England,Light Heavyweight,,,,,,
Orthodox,Darrill Schoonover,2556038/darrill-schoonover,USA,,,1985-06-18,The Boss,,,
,Jon Schorle,2593957/jon-schorle,,,,,,,,
,Christian Schoter,2989835/christian-schoter,,,,,,,,
,Brad Schott,4341597/brad-schott,,,,,,,,
,Dru Schottenheimer,4662101/dru-schottenheimer,,,,,,,145.0,71.0
,Nathan Schouteren,2590011/nathan-schouteren,,Welterweight,,,,,,
,Clemence Schreiber,4277166/clemence-schreiber,,,,,,,,
,Ric Schreiter,3797161/ric-schreiter,,,,,,,,
Orthodox,Bob Schrijber,2488904/bob-schrijber,,,,,Dirty Bob,,,
,Danny Schroder,3871571/danny-schroder,,,,,,,,
,Chris Schroeder,2354570/chris-schroeder,,Featherweight,,,,,,
,Nate Schroeder,2475133/nate-schroeder,,Light Heavyweight,,,,,,
,Zack Schroeder,2553873/zack-schroeder,,,,,,,,
,Daniel Schuardt,4252426/daniel-schuardt,Australia,,,,,,,
,Damaso Schubert,3900123/damaso-schubert,,,,,,,,
,Mathias Schuck,3089941/mathias-schuck,,,,,,,,
,Lacey Schuckman,2951429/lacey-schuckman,USA,Women's Flyweight,,1988-07-16,,,,
,Marc Schuld,3104409/marc-schuld,,,,,,,,
,Dylan Schulte,4686727/dylan-schulte,USA,Featherweight,,1993-09-29,The Villain,,,
,Jaymes Schulte,4074002/jaymes-schulte,,,,,,,,
,Natan Schulte,4093244/natan-schulte,Brazil,Lightweight,American Top Team,1992-02-20,Russo,69.0,155.0,70.0
,Thomas Schulte,2354285/thomas-schulte,USA,Featherweight,,1981-01-13,,,,
,Eric Schultz,4058049/eric-schultz,,,,,,,,
Orthodox,Mark Schultz,2951430/mark-schultz,,Open Weight,,,,,,
,Pat Schultz,3173594/pat-schultz,USA,,,,,,,
,Ryan Schultz,2354548/ryan-schultz,,,,1977-04-07,The Lion,,,
,John Schulz,3132687/john-schulz,USA,,,,The Machine,,,
,L.J. Schulz,4425852/lj-schulz,USA,,,,,,,
,Adam Schumacher,3117363/adam-schumacher,,,,,,,,
,JR Schumacher,2502416/jr-schumacher,,Middleweight,,,,,,
,Frank Schuman,4054960/frank-schuman,USA,,,1993-04-12,,,,
,Jerome Schupp,4214380/jerome-schupp,,,,,,,,
,Yuriy Schurov,4086718/yuriy-schurov,,,,,,,,
,Nathan Schut,3037269/nathan-schut,,,,,,,,
,Tom Schwager,2500565/tom-schwager,,Featherweight,,,,,,
,Br ian Schwartz,2951431/br-ian-schwartz,,,,,,,,
Orthodox,Brian Schwartz,2952795/brian-schwartz,,Catch Weight,,,,,,
,Eric Schwartz,2559780/eric-schwartz,,Lightweight,,,,,,
,Kalyn Schwartz,4050204/kalyn-schwartz,USA,Women's Strawweight,,,,,115.0,65.0
,Kalyn Schwartz,4319786/kalyn-schwartz,USA,,,1989-05-10,,,,
,Patrick Schwellnus,4277806/patrick-schwellnus,Germany,,,,,,,
,J.D. Schwendemann,4699456/jd-schwendemann,,,,,,,,
,Manolo Scianna,4237288/manolo-scianna,Italy,,,1988-08-21,,,145.0,68.0
,Michal Scibran,4294901/michal-scibran,,,,,,,,
,Victor Sckoteski,4282541/victor-sckoteski,,,,,,,,
,Jared Scoggins,4202965/jared-scoggins,USA,Bantamweight,Revolution MMA,1995-03-08,Psycho,68.5,140.0,67.0
Southpaw,Justin Scoggins,3075588/justin-scoggins,USA,Flyweight,American Top Team,1992-05-02,Skywalker,66.0,125.0,65.0
,Ron Scolesdang,3164480/ron-scolesdang,USA,,,1985-08-08,,,134.0,67.0
,Ryan Scope,4054667/ryan-scope,England,Lightweight,Sunderland Fight Pit,1992-09-03,,,155.0,70.0
,Charlie Scorpio,3901012/charlie-scorpio,Peru,,,,,,,
,Bill Scott,2590009/bill-scott,,Middleweight,,,,,,
Orthodox,Bradley Scott,3009723/bradley-scott,England,Welterweight,Dragon's Lair MMA,1989-06-24,Bear,76.0,170.0,73.0
,Brook Scott,3927046/brook-scott,,,,,,,,
,Chris Scott,3088184/chris-scott,England,,,,,,,
,Dougie Scott,4052831/dougie-scott,,,,,,,,
,Gerald Scott,4900781/gerald-scott,USA,,,,,,155.0,71.0
,Greg Scott,3156950/greg-scott,,,,,,,,
,Jennifer Scott,3028150/jennifer-scott,USA,,,1980-03-02,,,,
,Jeremiah Scott,4697936/jeremiah-scott,USA,,,1993-10-20,,,,
,Jewel Scott,4799889/jewel-scott,USA,Welterweight,,1984-10-16,Kid Diamond,,170.0,67.0
,Joel Scott,3928738/joel-scott,USA,Bantamweight,Metro Fight Club,1983-02-11,,,135.0,68.0
,Mike Scott,3961755/mike-scott,,,,,,,,
,Robbie Scott,4682539/robbie-scott,,,,,,,,
,Robert Scott,2557924/robert-scott,,Light Heavyweight,,,,,,
,Shawn Scott,3029197/shawn-scott,,Featherweight,,,,,,
,Simon Scott,4575698/simon-scott,New Zealand,,,,,,,
,Tyler Scott,4238369/tyler-scott,,,,,,,,
,Jared Scouten,2996657/jared-scouten,,Bantamweight,,,,,,
,Allen Scoville,2500646/allen-scoville,,Light Heavyweight,,,,,,
,Jeremy Screeton,2488533/jeremy-screeton,,Light Heavyweight,,,,,,
,Rick Screeton,3128378/rick-screeton,,,,,,,,
,Ricardo Scrippe de Oliveira,3161784/ricardo-scrippe-de-oliveira,,,,,,,,
,Lonnie Scriven,3037389/lonnie-scriven,,,,,,,,
,Mark Scudder,3103147/mark-scudder,,,,,,,,
,Jimmy Scully,3950397/jimmy-scully,USA,Lightweight,,1987-11-26,,,,
,David Scurtu,4612330/david-scurtu,,,,,,,,
,Forrest Seabourn,2553075/forrest-seabourn,,Bantamweight,,,,,,
Orthodox,Mike Seal,2488459/mike-seal,,,,,,,,
,Kyle Seals,2558031/kyle-seals,,Middleweight,,,,,,
,William Seals,4808791/william-seals,USA,,,1984-10-12,,,,
,Chuck Seang,4293898/chuck-seang,USA,,,,,,,
,Jeff Sears,2558555/jeff-sears,,Welterweight,,,,,,
,Kevin Ray Sears,4065416/kevin-ray-sears,USA,Heavyweight,,,,,250.0,71.0
,Will Seaver,2989143/will-seaver,,Lightweight,,,,,,
,Mahmoud Sebie,4900677/mahmoud-sebie,Egypt,Welterweight,American Top Team,1992-06-20,,71.5,170.0,72.0
,Seydina Seck,2978434/seydina-seck,France,,,,,,,
,Matt Secor,3001931/matt-secor,USA,Catch Weight,Spa City BJJ,,,,180.0,72.0
,Thomas Sedano,2569051/thomas-sedano,,Middleweight,,,,,,
,Belinda Sedgwick,4227069/belinda-sedgwick,,,,,,,,
,Majid Sedigh Moridani,4423982/majid-sedigh-moridani,Iran,,,1979-09-21,,,,
,Gerald Sedillo,3146909/gerald-sedillo,,,,,,,,
,Edgar Sedovia,3099600/edgar-sedovia,,,,,,,,
,Xavier Sedras,3797084/xavier-sedras,South Africa,Lightweight,,1990-12-31,,,,
Orthodox,Kenneth Seegrist,2951432/kenneth-seegrist,USA,,,1980-10-21,,,,
Orthodox,Neil Seery,2989848/neil-seery,Ireland,Flyweight,Team Ryano MMA,1979-08-30,2 Tap,64.5,,
,Kyle Sefcik,4576981/kyle-sefcik,,,,,,,,
,Martin Seferbekov,4423023/martin-seferbekov,,,,,,,,
,Naim Seferi,4687615/naim-seferi,Albania,Lightweight,,,,,,
,Joe Sefo,4701154/joe-sefo,,,,,,,,
Orthodox,Ray Sefo,2552407/ray-sefo,New Zealand,Heavyweight,,1971-02-15,,,,
Orthodox,Rony Sefo,2951433/rony-sefo,,Open Weight,,,,,,
,Johan Segas,4848702/johan-segas,France,,,,,,,
,Jorgen Segerlind,4228115/jorgen-segerlind,,,,,,,,
,Leonardo Segismond,3952428/leonardo-segismond,,,,,,,,
,Christophe Segobin,4712125/christophe-segobin,,,,,,,,
,Arturo Segovia,2502411/arturo-segovia,,Light Heavyweight,,,,,,
,Brendan Seguin,2500627/brendan-seguin,USA,Middleweight,,1976-07-03,,,,
,Demetrius Seguin,3023820/demetrius-seguin,,,,,,,,
,Ana Segura,4601331/ana-segura,Mexico,,,,,,125.0,65.0
,Mike Segura,4043884/mike-segura,USA,Lightweight,,1988-12-22,,,155.0,74.0
,Martial Seguy,4713677/martial-seguy,France,,,,,,,
,Adrienne Seiber,3041595/adrienne-seiber,,,,,,,,
,Pat Seidel,2952131/pat-seidel,,Flyweight,,,,,,
,Samir Seif,2613456/samir-seif,,Light Heavyweight,,,,,,
,Chris Seifert,2498057/chris-seifert,,Middleweight,,,,,,
,Jorgelina Seijas Cecchini,4069070/jorgelina-seijas-cecchini,,,,,,,,
,John Seilhan,2501807/john-seilhan,,Middleweight,,,,,,
,Jimmy Seipel,2511302/jimmy-seipel,,,,,,,,
,Izzet Seitumerov,4601424/izzet-seitumerov,Ukraine,,,1994-02-25,,,,
,Ricardo Seixas,4344674/ricardo-seixas,Brazil,Lightweight,Kings MMA,1990-10-06,Sasquatch,74.0,155.0,68.0
,Denis Sejdievski,4213116/denis-sejdievski,,,,,,,,
,Laila Sekaf,4409596/laila-sekaf,,,,,,,,
,Naoki Seki,2978431/naoki-seki,,Lightweight,,,,,,
,Yukiko Seki,3041835/yukiko-seki,,,,,,,,
,Yuto Sekiguchi,4293198/yuto-sekiguchi,Japan,,,,,,125.0,65.0
,Hideki Sekine,4068054/hideki-sekine,Japan,,,,,,,
,Srdjan Sekulic,2957561/srdjan-sekulic,,,,1979-04-30,,,,
Southpaw,Stefan Sekulic,4360358/stefan-sekulic,Serbia,Welterweight,Family Fight Team,1992-02-12,,75.0,170.0,72.0
,Boris Selanov,4348601/boris-selanov,Ukraine,,,,,,,
,Ali Selcuk Ayin,4252411/ali-selcuk-ayin,Germany,,,,,,,
,Andrey Seledtsov,4018591/andrey-seledtsov,Russia,,,1987-09-17,,,,
,Fabio Selim,3031394/fabio-selim,,,,,,,,
,Dave Seljestad,4041287/dave-seljestad,,,,,,,,
Orthodox,Pete Sell,2335480/pete-sell,USA,Welterweight,,1982-08-05,Drago,75.0,,
,Matt Sellars,3809500/matt-sellars,,,,,,,,
,Matt Sellers,4612412/matt-sellers,USA,,,,,,,
,Gzim Selmani,3094196/gzim-selmani,Albania,Heavyweight,Golden Glory,,,,,
,Walter Selva,3095675/walter-selva,,,,,,,,
,Dede Selvagem,3047360/dede-selvagem,,,,,,,,
,Rick Selvarajah,4056010/rick-selvarajah,,,,,,,,
,Andy Selvig,3153362/andy-selvig,,,,,,,,
,Kamil Selwa,3734392/kamil-selwa,Poland,Featherweight,,,,,145.0,68.0
,Felipe Sem Maldade,3900182/felipe-sem-maldade,,,,,,,,
--,Yerlan Semebekov,4323884/yerlan-semebekov,,,,,,,,
Switch,Matthew Semelsberger,4688408/matthew-semelsberger,USA,Welterweight,Clinch Academy,1992-11-23,Semi the Jedi,75.0,170.0,73.0
Orthodox,Andrei Semenov,2354324/andrei-semenov,,Middleweight,,1977-06-17,,,,
,Maxim Semenov,3927222/maxim-semenov,,,,,,,,
,Pavel Semenov,3173103/pavel-semenov,,,,,,,,
,Vladimir Semenov,3072463/vladimir-semenov,,,,,,,,
Orthodox,Mackens Semerzier,2488573/mackens-semerzier,USA,Featherweight,,1980-11-03,Mack da Menace,72.0,,
,Sergei Semizhon,4294852/sergei-semizhon,Belarus,,,,,,,
,Andrei Sen,3094259/andrei-sen,Russia,,,,,,,
,Adriano Sena,4790212/adriano-sena,Brazil,,,,,,,
,Brandon Sene,2951434/brandon-sene,,,,,,,,
,Kazuto Senga,3031806/kazuto-senga,,,,,,,,
,Sergey Sengeim,4273395/sergey-sengeim,,,,,,,,
,Christopher Sengele,4206409/christopher-sengele,,,,,,,,
,Sabriye Sengul,4603391/sabriye-sengul,Turkey,,,1988-11-12,,,125.0,67.0
,Edwin Senjaya,3164816/edwin-senjaya,,Bantamweight,,,,,,
,Bruno Senna,4782962/bruno-senna,Brazil,,,,,,,
,Marc Seno,3004929/marc-seno,,,,,,,,
,Cody Senseney,3098704/cody-senseney,,,,,,,,
,Maurice Senters,2972880/maurice-senters,,Flyweight,,,,,,
,Laszlo Senyei,4289293/laszlo-senyei,,,,,,,,
,Jesse Senzer,2594052/jesse-senzer,,,,,,,,
,Mauro Seoane,4708159/mauro-seoane,Argentina,,,,,,,
,Chang Seob Lee,2509793/chang-seob-lee,,Light Heavyweight,,,,,,
Orthodox,Kim In Seok,2951435/kim-in-seok,,Lightweight,,,,,,
,Doo Seok Oh,4352484/doo-seok-oh,,,,1983-03-12,,,,
,Hyae Seok Son,3027841/hyae-seok-son,,,,,,,,
,Bo Kyung Seol,4023502/bo-kyung-seol,South Korea,,,,,,,
,Adam Sepulveda,4336549/adam-sepulveda,USA,Catch Weight,,1990-12-19,,,180.0,73.0
,Ariel Sepulveda,3023606/ariel-sepulveda,USA,,,1983-09-14,,,,
,Pablo Sepulveda,4566003/pablo-sepulveda,Argentina,,,,,,,
,Scott Sepulveda,2556049/scott-sepulveda,,,,,,,,
,Matheus Serafim,3153218/matheus-serafim,,,,,,,,
,Arnobio Serafim da Silva,4282883/arnobio-serafim-da-silva,Brazil,,,,,,,
,Daziel Serafim da Silva Jr.,3091157/daziel-serafim-da-silva-jr,,,,1991-02-08,,,,
,Ray Seraile,2558423/ray-seraile,,Heavyweight,,,,,,
,Ray Seraille,2500152/ray-seraille,,Heavyweight,,,The Big Easy,,,
,Leopoldo Serao,2501374/leopoldo-serao,,Middleweight,,,,,,
,Jolivan Serapio,3147149/jolivan-serapio,,,,,,,,
Orthodox,Ivan Serati,2335746/ivan-serati,,,,,Il Terrible,,,
Orthodox,Alex Serdyukov,2354190/alex-serdyukov,,Welterweight,,1980-05-24,The Russian Crusher,74.0,,
,Andrey Serebrianikov,4421480/andrey-serebrianikov,,,,,,,,
,Vadim Sergeenko,4713382/vadim-sergeenko,Ukraine,Bantamweight,,,,,,
,Maxim Sergeev,4286234/maxim-sergeev,,,,,,,,
,Nicholas Sergiacomi,3903431/nicholas-sergiacomi,,Welterweight,,,,,,
,Ruslan Serikpulov,4271737/ruslan-serikpulov,,,,,,,,
,Aline Serio,3043555/aline-serio,,Women's Strawweight,,,,,,
,Jenna Serio,4226949/jenna-serio,USA,,,,,,,
,Kenichi Serizawa,2594161/kenichi-serizawa,,,,,,,,
,Kenichi Serizawa,3110278/kenichi-serizawa,,,,,,,,
,Nursulat Serker,4323886/nursulat-serker,,,,,,,,
,Mark Serkez,3120081/mark-serkez,,Welterweight,,1981-05-25,,,,
,Guillermo Serment,3023605/guillermo-serment,,Featherweight,,,,,,
,Joe Serna,2553716/joe-serna,,Light Heavyweight,,,,,,
,Bobby Seronio III,4884789/bobby-seronio-iii,USA,Bantamweight,,,,,135.0,67.0
Orthodox,Matt Serra,2335662/matt-serra,USA,Welterweight,Serra-Longo Fight Team ,1974-06-02,The Terror,68.0,,
Orthodox,Nick Serra,2557322/nick-serra,,Welterweight,,,,,,
,Jaime Serradilla Gregorio,4218583/jaime-serradilla-gregorio,Netherlands,,,,,,,
,Adrian Serrano,2488906/adrian-serrano,,,,,,,,
,Beto Serrano,3103728/beto-serrano,,,,,,,,
,Christian Serrano,4611963/christian-serrano,,,,,,,,
,David Serrano,3890714/david-serrano,,,,,,,,
Orthodox,Fredy Serrano,3157944/fredy-serrano,Colombia,Flyweight,,1979-09-22,El Profe,65.5,,
,Jorge Serrano,4342234/jorge-serrano,USA,,,1991-05-12,,,,
,Franklin Manuel Serrano Montiel,4422432/franklin-manuel-serrano-montiel,,,,,,,,
,Fabio Serrao,3115076/fabio-serrao,Brazil,Bantamweight,Team Link,1981-03-10,Jungle Boy,,135.0,67.0
,Jorge Serratos,3115872/jorge-serratos,,,,,,,,
,Said Sersoub,3132499/said-sersoub,,,,,,,,
,Armando Servin,3112786/armando-servin,,,,1978-09-11,,,,
,Alexey Seryakov,4331559/alexey-seryakov,,,,,,,,
,Brian Sesma,3154733/brian-sesma,USA,,,,,,,
,Anthony Sessions,3031697/anthony-sessions,USA,,,1986-08-13,,,,
,Justin Sessions,3102573/justin-sessions,,,,,,,,
,Bruce Sessman,3032293/bruce-sessman,,,,,,,,
,Mike Sethna,2553707/mike-sethna,,Middleweight,,,,,,
,Tetsuo Seto,3088922/tetsuo-seto,,,,,,,,
,Zana Setzock,4609791/zana-setzock,,,,,,,,
,Jordan Seufzer,4248515/jordan-seufzer,USA,Light Heavyweight,,,Buck,,205.0,72.0
Orthodox,Carl Seumanutafa,2558491/carl-seumanutafa,Samoa,,Skrap Pack,1983-06-15,,81.0,260.0,73.0
,Cedric Severac,3146933/cedric-severac,,,,,,,,
,David Severe,4568355/david-severe,,,,,,,,
Southpaw,Dan Severn,2335726/dan-severn,USA,,,1954-06-08,The Beast,,,
,Dan Severn,2594162/dan-severn,,,,,,,,
,Jeremy Severn,3254945/jeremy-severn,,,,,,,,
,Andre Severo,2965190/andre-severo,,,,,,,,
,Guilherme Severo,3149312/guilherme-severo,,,,,,,,
,Israelsson Severo,4245601/israelsson-severo,Brazil,,,,,,,
,Piero Severo,3901128/piero-severo,Brazil,,,1981-10-24,,,,
,Dustin Severs,2556380/dustin-severs,,Featherweight,,,,,,
,Roger Severson,4686797/roger-severson,USA,Featherweight,,1986-05-29,Rare Breed,,145.0,69.0
,Devante Sewell,4685073/devante-sewell,USA,Bantamweight,,1995-08-14,The Grinder,,135.0,67.0
,Ariel Sexton,3090464/ariel-sexton,Costa Rica,Lightweight,Daniel Gracie Team,1982-01-17,Tarzan,,155.0,69.0
,Colin Sexton,3043658/colin-sexton,,,,,,,,
Orthodox,Rosi Sexton,2354562/rosi-sexton,England,Women's Bantamweight,,1977-07-16,The Surgeon,63.0,,
,Sor Sey,4893029/sor-sey,Cambodia,,,,,,,
,Kalifa Seydi,4737958/kalifa-seydi,,,,,,,,
,Brandon Seyler,3165857/brandon-seyler,USA,,,1989-09-01,,,145.0,67.0
,Todd Seyler,2555302/todd-seyler,,,,,,,,
,D'Nearon Seymore,4193829/dnearon-seymore,,,,,,,,
,Mike Seymour,4881969/mike-seymour,USA,,,1978-01-27,,,265.0,68.0
,Marco Sfera,4013852/marco-sfera,,,,,,,,
,Frank Sforza,4193815/frank-sforza,USA,,,,,,,
,Vadim Shabadash,4873817/vadim-shabadash,Ukraine,,,,,,,
,Vladislav Shabalin,4913007/vladislav-shabalin,Russia,,,1996-11-13,,,170.0,71.0
,Viktor Shabalov,4713483/viktor-shabalov,Russia,,,,,,,71.0
,Svyatoslav Shabanov,4237290/svyatoslav-shabanov,Russia,,,,,,145.0,71.0
,Mohammad Hossein Shabanpour,3083563/mohammad-hossein-shabanpour,,Featherweight,,,,,,
,Alexander Shabliy,4205092/alexander-shabliy,Russia,Lightweight,Peresvet FT,1993-04-18,,70.5,155.0,68.0
,John Shackelford,2558318/john-shackelford,,,,,,,,
,Clay Shackleford,3094385/clay-shackleford,,,,,,,,
,John Shackleford,2613415/john-shackleford,,,,,,,,
,Alimjon Shadmanov,3087912/alimjon-shadmanov,Russia,,,1989-07-21,,,165.0,70.0
,Chase Shaeffer,3128383/chase-shaeffer,,,,,,,,
,Brett Shafer,3038289/brett-shafer,,,,,,,,
,Jay Shaffer,2504966/jay-shaffer,,Welterweight,,,,,,
,Josh Shaffer,3902960/josh-shaffer,,,,,,,,
,Laramie Shaffer,3153366/laramie-shaffer,,,,,,,,
Orthodox,Scott Shaffer,2951436/scott-shaffer,,Featherweight,,,,,,
,Qasim Shafiq,3085070/qasim-shafiq,,,,,,,,
,Marina Shafir,3154903/marina-shafir,Moldova,Women's Featherweight,Glendale Fighting Club,1988-04-14,,,,
,Garik Shahbabyan,4413545/garik-shahbabyan,Armenia,,,1993-09-03,,,155.0,71.0
Orthodox,Edmen Shahbazyan,4354318/edmen-shahbazyan,USA,Middleweight,Glendale Fighting Club,1997-11-20,The Golden Boy,74.0,185.0,74.0
